what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1378896052567
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1378896052597
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1378896087223
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1378896094382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1378896121189
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1378896121979
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1378896123292
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1378896126009
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1378896152795
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1378896160206
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1378896160283
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1378896160284
started,bundle,org.eclipse.dltk.validators.ui,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.ui",1378896160538
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1378896217911
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1378896218214
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1378896218452
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1378896218554
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1378896285275
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1378896302981
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1378896303115
